Nombre,Especie,Descripción,Sector,Índice de referencia,País de origen,Moneda,Mercado,Fecha,Cierre,Apertura,Máximo,Mínimo,Volumen,Variación diaria %
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/29/2024,"2,341.20","2,362.50","2,363.70","2,334.20",119.32K,-0.65%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/28/2024,"2,356.50","2,338.00","2,365.50","2,333.80",316.22K,0.00%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/27/2024,"2,356.50","2,338.00","2,365.50","2,333.80",105.47K,0.94%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/24/2024,"2,334.50","2,330.40","2,349.00","2,326.30",178.34K,-0.12%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/23/2024,"2,337.20","2,383.00","2,385.70","2,328.10",273.66K,-2.33%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/22/2024,"2,392.90","2,425.40","2,430.50","2,378.00",253.85K,-1.36%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/21/2024,"2,425.90","2,431.50","2,438.20","2,408.50",229.42K,-0.52%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/20/2024,"2,438.50","2,422.20","2,454.20","2,411.10",281.43K,0.87%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/17/2024,"2,417.40","2,381.40","2,427.40","2,377.80",218.55K,1.34%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/16/2024,"2,385.50","2,391.50","2,402.70","2,375.20",191.03K,-0.39%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/15/2024,"2,394.90","2,362.90","2,396.10","2,357.10",249.84K,1.48%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/14/2024,"2,359.90","2,342.30","2,365.20","2,340.50",192.08K,0.72%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/13/2024,"2,343.00","2,369.10","2,370.80","2,337.60",243.08K,-1.35%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/10/2024,"2,375.00","2,353.50","2,385.30","2,352.00",275.24K,1.48%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/9/2024,"2,340.30","2,316.50","2,354.20","2,312.90",249.09K,0.78%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/8/2024,"2,322.30","2,322.00","2,329.60","2,311.40",214.69K,-0.08%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/7/2024,"2,324.20","2,334.80","2,338.70","2,318.20",204.62K,-0.30%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/6/2024,"2,331.20","2,312.80","2,341.90","2,300.60",191.90K,0.98%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/3/2024,"2,308.60","2,313.50","2,330.70","2,285.20",231.40K,-0.04%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/2/2024,"2,309.60","2,329.90","2,336.10","2,294.30",193.66K,-0.06%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,5/1/2024,"2,311.00","2,298.20","2,339.50","2,291.70",227.38K,0.35%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,4/30/2024,"2,302.90","2,347.00","2,347.60","2,296.20",229.06K,-2.32%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,4/29/2024,"2,357.70","2,347.60","2,358.90","2,331.00",187.31K,0.97%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,4/26/2024,"2,335.00","2,333.10","2,350.50","2,326.60",0.72K,0.20%
Materia Prima ORO,GOLD,Productor de oro,Minería,GOLD,,USD,Commodities,4/25/2024,"2,330.30","2,317.80","2,344.80","2,306.40",0.99K,0.18%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/25/2025,304.73,301.78,305.37,301.01,10.69M,-1.08%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/24/2025,308.07,306.98,308.49,304.71,10.84M,1.46%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/23/2025,303.65,304.18,304.74,300.59,25.42M,-2.40%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/22/2025,311.11,317.49,317.63,310.36,35.24M,-1.42%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/21/2025,315.59,315.02,316.41,313.95,20.37M,3.09%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/17/2025,306.12,306.31,307.13,302.73,18.29M,-0.44%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/16/2025,307.47,304.65,308.06,303.8,20.78M,3.25%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/15/2025,297.78,296.93,298.02,296.09,7.92M,0.52%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/14/2025,296.23,295.54,296.58,294.53,12.43M,-0.57%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/11/2025,297.93,297.96,299.27,296.81,21.08M,1.91%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/10/2025,292.35,288.8,292.86,287.23,19.84M,2.44%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/9/2025,285.38,282.22,285.87,281.04,25.34M,3.70%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/8/2025,275.2,277.87,278.32,274.24,12.64M,0.54%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/7/2025,273.71,278.86,280.14,272.58,19.81M,-2.15%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/4/2025,279.72,283.64,284.03,278.02,21.52M,-2.34%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/3/2025,286.42,282.78,289.09,282.45,20.52M,-0.60%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/2/2025,288.16,288.28,289.03,287.36,11.07M,0.21%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,4/1/2025,287.57,288.54,289.13,285.91,15.92M,-0.20%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/31/2025,288.14,287.53,288.39,285.85,13.93M,1.44%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/28/2025,284.06,283.82,284.64,282.86,9.56M,0.74%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/27/2025,281.97,280.55,282.07,279.59,8.48M,1.34%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/26/2025,278.24,278.93,279.02,277.78,3.74M,-0.08%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/25/2025,278.47,278.78,279.96,278.27,5.09M,0.44%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/24/2025,277.25,278.91,279.09,276.86,7.87M,-0.45%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/21/2025,278.49,279.46,279.46,276.59,9.36M,-0.80%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/20/2025,280.75,279.49,280.9,279.43,5.86M,-0.13%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/19/2025,281.11,279.85,281.48,279.06,8.82M,0.41%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/18/2025,279.96,279.9,280.21,278.97,9.60M,1.17%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/17/2025,276.73,275.54,276.79,275.39,8.58M,0.54%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/14/2025,275.24,276.27,276.3,274.66,13.36M,0.04%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/13/2025,275.13,271.57,275.35,271.55,13.74M,1.78%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/12/2025,270.33,268.47,271.23,268.36,7.24M,0.43%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/11/2025,269.16,268.47,269.73,268.44,8.44M,1.17%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/10/2025,266.04,267.62,268.44,265.64,7.59M,-0.88%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/7/2025,268.39,269.09,270.34,267.64,10.43M,0.05%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/6/2025,268.25,268.25,269.51,268.16,6.14M,-0.51%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/5/2025,269.62,267.97,270.26,267.96,6.99M,0.21%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/4/2025,269.06,269.01,269.4,267.52,8.48M,0.87%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,3/3/2025,266.74,265.07,266.88,265.07,7.73M,1.32%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/28/2025,263.27,262.55,263.4,261.25,11.50M,-0.63%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/27/2025,264.93,266.49,266.67,264.45,9.37M,-1.52%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/26/2025,269.03,267.08,269.08,266.66,7.28M,0.15%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/25/2025,268.62,271.46,271.68,266.45,10.08M,-1.32%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/24/2025,272.21,271.45,272.32,270.38,5.37M,0.54%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/21/2025,270.74,270.8,271.51,269.51,8.92M,-0.09%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/20/2025,270.99,270.23,271.84,270.17,7.36M,0.05%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/19/2025,270.85,270.68,271.33,269.24,9.34M,0.06%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/18/2025,270.7,269.68,271.01,269.6,8.19M,1.66%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/14/2025,266.29,270.07,270.21,265.45,11.55M,-1.49%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/13/2025,270.31,268.4,270.39,268.22,8.35M,0.99%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/12/2025,267.67,267.15,268.43,266.35,9.33M,0.10%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/11/2025,267.39,267.7,268.36,266.71,7.17M,-0.37%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/10/2025,268.37,268,268.66,267.24,13.25M,1.69%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/7/2025,263.9,265.22,266.35,263.26,9.15M,0.18%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/6/2025,263.43,263.66,263.72,261.49,8.73M,-0.27%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/5/2025,264.13,264.45,265.99,263.89,12.68M,0.62%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/4/2025,262.5,261.83,262.54,261.35,9.85M,0.98%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,2/3/2025,259.94,259.75,261.39,259.52,11.52M,0.53%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/31/2025,258.56,259.08,259.99,257.86,8.97M,0.20%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/30/2025,258.05,257.2,258.29,256.45,12.98M,1.51%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/29/2025,254.2,254.55,254.82,253.3,5.67M,-0.38%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/28/2025,255.18,254.23,255.25,253.89,5.33M,0.87%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/27/2025,252.99,253.86,254.26,251.92,5.80M,-1.04%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/24/2025,255.65,255.96,257.07,255.61,7.34M,0.62%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/23/2025,254.07,253.19,254.54,252.82,6.51M,-0.14%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/22/2025,254.43,254.29,254.68,253.78,5.21M,0.51%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/21/2025,253.13,251.95,253.36,251.83,7.67M,1.55%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/17/2025,249.27,249.7,250.81,249.15,8.31M,-0.53%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/16/2025,250.6,250.56,251.39,250.27,9.24M,0.69%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/15/2025,248.88,248.21,248.9,247.01,6.34M,0.75%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/14/2025,247.03,245.62,247.04,245.52,4.91M,0.52%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/13/2025,245.74,246.34,246.79,245.15,8.45M,-1.00%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/10/2025,248.21,248.01,249.04,247.55,12.38M,0.96%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/8/2025,245.86,245.72,246.45,244.51,6.30M,0.53%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/7/2025,244.56,245.52,245.77,243.81,5.09M,0.56%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/6/2025,243.19,242.33,243.79,242.05,3.76M,-0.12%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/3/2025,243.49,244.56,244.82,243.36,4.88M,-0.79%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,1/2/2025,245.42,244.22,245.53,244.08,6.24M,1.36%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/31/2024,242.13,241.05,242.52,241.05,2.52M,0.62%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/30/2024,240.63,241.08,241.08,239.58,3.52M,-0.32%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/27/2024,241.4,241.2,241.95,241.05,4.73M,-0.69%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/26/2024,243.07,242.39,243.56,242.2,4.65M,0.68%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/24/2024,241.44,241.49,241.66,240.82,2.42M,0.20%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/23/2024,240.96,241.6,241.67,240.65,5.84M,-0.47%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/20/2024,242.1,241.41,242.96,241.17,9.53M,1.04%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/19/2024,239.6,239.67,240.05,238.73,8.11M,0.14%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/18/2024,239.26,243.57,243.71,238.82,8.02M,-1.92%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/17/2024,243.94,243.8,244.55,243.23,4.42M,-0.38%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/16/2024,244.88,245.41,245.54,244.29,3.31M,0.24%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/13/2024,244.29,245.67,245.94,244.27,6.60M,-1.21%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/12/2024,247.28,247.81,248.24,246.87,10.15M,-1.47%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/11/2024,250.96,249.35,251.26,248.97,11.03M,0.95%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/10/2024,248.59,247.86,248.86,247.83,4.64M,1.32%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/9/2024,245.36,246.28,247.11,245.26,4.71M,0.99%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/6/2024,242.95,242.79,243.86,242.43,3.54M,0.04%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/5/2024,242.86,244.16,244.38,242.15,4.81M,-0.74%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/4/2024,244.67,244.93,245.34,244.37,4.61M,0.30%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/3/2024,243.93,244.96,245.18,243.3,3.56M,0.20%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,12/2/2024,243.44,244.46,244.58,243.14,4.77M,-0.88%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/29/2024,245.59,245.25,245.81,244.73,2.71M,0.86%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/27/2024,243.49,244.85,245.18,243.2,6.93M,0.22%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/26/2024,242.95,242.71,243.09,241.58,4.95M,0.19%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/25/2024,242.48,244.27,244.4,241.48,10.73M,-2.95%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/22/2024,249.84,248.2,250.39,247.86,7.50M,1.29%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/21/2024,246.66,246.23,246.81,245.69,7.65M,0.83%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/20/2024,244.62,243.74,245.21,243.51,6.63M,0.56%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/19/2024,243.25,242.75,243.31,242.03,6.58M,0.90%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/18/2024,241.09,240.46,241.49,240.45,6.51M,1.90%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/15/2024,236.59,237.57,237.88,236.33,7.30M,-0.18%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/14/2024,237.01,236.57,237.99,236.13,8.26M,-0.26%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/13/2024,237.63,241.31,241.47,237.59,8.43M,-1.01%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/12/2024,240.05,241.29,241.66,239.39,10.15M,-0.86%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/11/2024,242.14,242.73,242.73,241.06,11.65M,-2.35%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/8/2024,247.96,249.07,249.35,247.78,6.27M,-0.68%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/7/2024,249.65,248.29,250.24,248.12,8.82M,1.61%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/6/2024,245.7,245.63,247.35,244.95,14.60M,-3.04%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/5/2024,253.4,253.78,253.99,252.41,6.03M,0.23%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/4/2024,252.83,253.32,253.58,252.27,4.58M,0.14%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,11/1/2024,252.47,254.33,254.86,252.43,6.47M,-0.41%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/31/2024,253.51,255.52,255.6,252.2,9.93M,-1.55%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/30/2024,257.5,256.76,257.71,255.91,6.39M,0.55%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/29/2024,256.09,254.49,256.29,254.23,8.88M,1.09%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/28/2024,253.33,253.01,253.63,252.95,4.03M,0.00%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/25/2024,253.32,252,253.55,251.77,4.42M,0.21%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/24/2024,252.8,253.27,253.32,251.4,5.96M,0.77%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/23/2024,250.87,253.08,253.18,250.2,8.08M,-1.21%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/22/2024,253.93,253.06,253.94,252.52,5.76M,1.08%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/21/2024,251.22,252.74,253.14,250.73,9.26M,-0.02%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/18/2024,251.27,250,251.37,249.9,7.83M,1.06%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/17/2024,248.63,247.75,249.06,247.62,5.18M,0.60%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/16/2024,247.15,247.62,248.09,246.36,5.43M,0.50%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/15/2024,245.92,244.99,246.55,244.53,5.64M,0.35%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/14/2024,245.07,245.16,245.86,244.26,3.92M,-0.16%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/11/2024,245.47,244.5,245.92,244.47,5.79M,1.09%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/10/2024,242.82,241.77,243.02,241.51,4.79M,0.73%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/9/2024,241.05,241.16,241.84,240.64,4.12M,-0.54%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/8/2024,242.37,243.79,244.04,240.63,7.67M,-0.74%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/7/2024,244.17,244.58,244.82,243.81,3.85M,-0.34%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/4/2024,245,245,246.69,244.04,5.95M,-0.20%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/3/2024,245.49,244.72,245.91,243.69,5.67M,-0.07%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/2/2024,245.66,245.61,246.07,243.99,6.80M,0.02%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,10/1/2024,245.61,245.2,246.98,245.06,10.61M,1.05%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/30/2024,243.06,243.97,244.08,242.5,6.92M,-0.80%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/27/2024,245.02,246.31,246.75,244.19,8.33M,-0.79%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/26/2024,246.98,246.44,247.37,245.19,7.04M,0.51%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/25/2024,245.73,246.19,246.47,244.79,7.39M,-0.14%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/24/2024,246.07,243.39,246.19,243.15,8.39M,1.40%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/23/2024,242.68,242.97,243.46,242.59,5.43M,0.19%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/20/2024,242.21,241.11,242.63,240.47,7.74M,1.27%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/19/2024,239.17,238.24,239.51,237.39,6.11M,1.55%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/18/2024,235.51,238.19,240.29,235.3,11.08M,-0.77%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/17/2024,237.34,238.08,238.6,236.61,5.26M,-0.55%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/16/2024,238.66,238.73,239.28,238.05,4.71M,-0.01%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/13/2024,238.68,238.13,238.98,237.76,7.46M,0.99%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/12/2024,236.33,234.63,236.45,234.42,9.94M,1.76%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/11/2024,232.25,231.72,232.87,231.09,4.64M,-0.16%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/10/2024,232.62,232.39,232.74,231.12,4.38M,0.44%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/9/2024,231.6,231.26,231.62,230.39,3.55M,0.42%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/6/2024,230.63,231.83,232.76,229.62,6.32M,-0.74%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/5/2024,232.35,232.72,232.89,231.33,4.84M,0.83%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/4/2024,230.43,229.79,231.06,229.38,4.70M,0.06%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,9/3/2024,230.29,230.38,230.54,228.52,6.42M,-0.43%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/30/2024,231.29,232.53,232.86,230.55,5.74M,-0.71%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/29/2024,232.95,231.95,233.61,231.92,5.52M,0.52%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/28/2024,231.75,232,232.02,230.73,4.96M,-0.70%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/27/2024,233.39,231.69,233.47,231.57,4.44M,0.27%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/26/2024,232.76,233.45,233.5,232.06,3.15M,0.32%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/23/2024,232.02,231.04,232.73,230.52,5.42M,1.16%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/22/2024,229.37,230.35,230.38,228.26,5.77M,-1.20%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/21/2024,232.15,231.69,232.87,230.48,5.34M,-0.13%
Gold Shares,GLD,Productor de oro,Minería,GOLD,,USD,NYSE,8/20/2024,232.46,233.71,234.01,231.13,9.07M,0.37%
